vacancy_id,vacancy_url,year_published,programming,ml_dl_core,llm_nlp,cv_audio_multimodal,ml_domains,frameworks_libraries,data_engineering,mlops_production,cloud_platform,math_stats,soft_and_process,is_llm_role,is_nlp_role,is_cv_role,is_mlops_role,is_data_heavy_role,is_researchy_role,skill__agile,skill__airflow,skill__api_backend,skill__c++,skill__communication,skill__computer_vision,skill__deep_learning,skill__docker,skill__english,skill__etl_elt,skill__experiment_tracking,skill__fine_tuning,skill__kubernetes,skill__leadership,skill__llm,skill__machine_learning,skill__mlops,skill__nlp,skill__numpy,skill__opencv,skill__pandas,skill__prompt_engineering,skill__python,skill__pytorch,skill__rag,skill__scikit_learn,skill__spark,skill__sql,skill__streaming,skill__tensorflow,salary_rub,salary_rub_log,region_академгородок (новосибирская область),region_алматы,region_армения,region_астана,region_батуми,region_белгород,region_бишкек,region_волгоград,region_воронеж,region_донецк,region_екатеринбург,region_ижевск,region_израиль,region_йошкар-ола,region_казань,region_калининград,region_кемерово,region_кипр,region_киров (кировская область),region_коломна (московская область),region_красногорск (московская область),region_краснодар,region_красноярск,region_курган,region_люберцы (московская область),region_махачкала,region_минск,region_москва,region_мытищи (московская область),region_набережные челны,region_нижний новгород,region_новосибирск,region_ногинск (московская область),region_одинцово (московская область),region_омск,region_пенза,region_пермь,region_подольск (московская область),region_псков,region_ростов-на-дону,region_рязань,region_самара,region_санкт-петербург,region_саратов,region_сербия,region_симферополь,region_советский (ханты-мансийский ао),region_ставрополь,region_таганрог,region_ташкент,region_тбилиси,region_тверь,region_тольятти,region_томск,region_тула,region_тюмень,region_ульяновск,region_уфа,region_хабаровск,region_чайковский,region_чебоксары,region_челябинск,region_череповец,region_якутск
131749512,https://hh.ru/vacancy/131749512,2026,python,"deep_learning, machine_learning","llm, nlp, prompt_engineering, rag",computer_vision,,"huggingface, pytorch, tensorflow",,"api_backend, docker, inference_optimization, mlops",,,,1,1,1,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,175000.0,12.07254696717504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131449167,https://hh.ru/vacancy/131449167,2026,"python, sql",machine_learning,"llm, nlp",,,,,api_backend,,,,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,140000.0,11.849404844423074,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131517186,https://hh.ru/vacancy/131517186,2026,"c++, python, sql","deep_learning, machine_learning",,computer_vision,,"numpy, opencv, pandas, pytorch, tensorflow",,"docker, inference_optimization",,,english,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,1,0,1,137500.0,11.83138646878959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131330968,https://hh.ru/vacancy/131330968,2026,"python, scala, sql",machine_learning,llm,,anomaly_detection,"pandas, pytorch","airflow, data_warehousing, etl_elt, spark","api_backend, kubernetes, monitoring",gcp,statistics,"communication, english",1,1,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,644000.0,13.375455557880317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
131373625,https://hh.ru/vacancy/131373625,2026,python,"deep_learning, machine_learning","llm, nlp, rag",,,"catboost, huggingface, lightgbm, pytorch, scikit_learn, xgboost",streaming,"api_backend, docker, mlops",,"probability, statistics",,1,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,0,425000.0,12.959846800844963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131297421,https://hh.ru/vacancy/131297421,2026,python,"deep_learning, machine_learning",,computer_vision,,"numpy, opencv, pytorch",,,,,,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,85000.0,11.350418300109132,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131297422,https://hh.ru/vacancy/131297422,2026,python,"deep_learning, machine_learning",,computer_vision,,"numpy, opencv, pytorch",,,,,,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,85000.0,11.350418300109132,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131297423,https://hh.ru/vacancy/131297423,2026,python,"deep_learning, machine_learning",,computer_vision,,"numpy, opencv, pytorch",,,,,,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,85000.0,11.350418300109132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129723226,https://hh.ru/vacancy/129723226,2026,"python, sql","deep_learning, machine_learning","llm, nlp, rag",,,"catboost, huggingface, lightgbm, numpy, pytorch, scikit_learn, xgboost",streaming,"api_backend, docker, mlops",,"probability, statistics",,1,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,260000.0,12.468440756144114,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129723227,https://hh.ru/vacancy/129723227,2026,"python, sql","deep_learning, machine_learning","llm, nlp, rag",,,"catboost, huggingface, lightgbm, numpy, pytorch, scikit_learn, xgboost",streaming,"api_backend, docker, mlops",,"probability, statistics",,1,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,260000.0,12.468440756144114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131031310,https://hh.ru/vacancy/131031310,2026,"python, sql",machine_learning,"llm, nlp, prompt_engineering, rag",,,"numpy, pandas, scikit_learn",,"docker, kubernetes, mlops",,,,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0,198100.0,12.19653228062948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127957960,https://hh.ru/vacancy/127957960,2026,"python, sql","deep_learning, machine_learning","llm, nlp, rag",,,"catboost, huggingface, lightgbm, numpy, pytorch, scikit_learn, xgboost",streaming,"api_backend, docker, mlops",,"probability, statistics",,1,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,260000.0,12.468440756144114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131347091,https://hh.ru/vacancy/131347091,2026,"python, sql",machine_learning,"fine_tuning, llm, nlp, rag",,,"catboost, huggingface, numpy, pandas, pytorch","airflow, spark","api_backend, docker, experiment_tracking, inference_optimization",,"probability, statistics",leadership,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,0,0,350000.0,12.765691290604371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131358043,https://hh.ru/vacancy/131358043,2026,c++,machine_learning,,,,"pytorch, tensorflow",,"docker, inference_optimization, kubernetes",,,,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,150000.0,11.918397239722838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130970296,https://hh.ru/vacancy/130970296,2026,"bash, python, sql","deep_learning, machine_learning",,computer_vision,,pytorch,,"docker, experiment_tracking, mlops",,statistics,research,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,200000.0,12.206077645517674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129370191,https://hh.ru/vacancy/129370191,2026,"python, sql",machine_learning,,,recommender_systems,"numpy, pandas",spark,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,350000.0,12.765691290604371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131049880,https://hh.ru/vacancy/131049880,2026,,machine_learning,,computer_vision,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92500.0,11.434974734252892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131297424,https://hh.ru/vacancy/131297424,2026,python,"deep_learning, machine_learning",,computer_vision,,"numpy, opencv, pytorch",,,,,,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,85000.0,11.350418300109132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130501805,https://hh.ru/vacancy/130501805,2026,"python, sql","deep_learning, machine_learning","llm, nlp, rag",,,"catboost, huggingface, lightgbm, numpy, pytorch, scikit_learn, xgboost",streaming,"api_backend, docker, mlops",,"probability, statistics",,1,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,260000.0,12.468440756144114,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130501806,https://hh.ru/vacancy/130501806,2026,"python, sql","deep_learning, machine_learning","llm, nlp, rag",,,"catboost, huggingface, lightgbm, numpy, pytorch, scikit_learn, xgboost",streaming,"api_backend, docker, mlops",,"probability, statistics",,1,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,260000.0,12.468440756144114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130501807,https://hh.ru/vacancy/130501807,2026,"python, sql","deep_learning, machine_learning","llm, nlp, rag",,,"catboost, huggingface, lightgbm, numpy, pytorch, scikit_learn, xgboost",streaming,"api_backend, docker, mlops",,"probability, statistics",,1,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,260000.0,12.468440756144114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130124266,https://hh.ru/vacancy/130124266,2026,"python, sql","deep_learning, machine_learning","llm, nlp, rag",,,"catboost, huggingface, lightgbm, numpy, pytorch, scikit_learn, xgboost",streaming,"api_backend, docker, mlops",,"probability, statistics",,1,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,260000.0,12.468440756144114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131793910,https://hh.ru/vacancy/131793910,2026,python,,llm,,,pytorch,spark,docker,,,research,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,200000.0,12.206077645517674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131795890,https://hh.ru/vacancy/131795890,2026,"python, sql",feature_engineering,"llm, nlp, rag",,time_series,pytorch,airflow,"api_backend, docker, experiment_tracking, inference_optimization",,,,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,200000.0,12.206077645517674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
131178706,https://hh.ru/vacancy/131178706,2026,sql,,"embeddings, fine_tuning, llm, nlp, rag",,time_series,"catboost, lightgbm, xgboost",,"api_backend, docker, mlops",,,agile,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,197800.0,12.195016753769698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131177730,https://hh.ru/vacancy/131177730,2026,"c++, python",,"fine_tuning, llm, nlp, rag",,,,"airflow, etl_elt",docker,,,,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,300000.0,12.611541086966115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131662056,https://hh.ru/vacancy/131662056,2026,python,,"llm, rag",,time_series,,,,"aws, gcp",,english,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,644000.0,13.375455557880317,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131621248,https://hh.ru/vacancy/131621248,2026,python,,"llm, nlp, rag",,,"pytorch, tensorflow","airflow, etl_elt","api_backend, docker, experiment_tracking",,,,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,300000.0,12.611541086966115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129433377,https://hh.ru/vacancy/129433377,2026,,,,,,"opencv, tensorflow",,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,275000.0,12.524530013005734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130411218,https://hh.ru/vacancy/130411218,2026,"bash, python, sql",,"fine_tuning, llm, nlp",,,"huggingface, numpy, pytorch, tensorflow",,"docker, kubernetes",,,,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,130000.0,11.775297421715827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
